loc_id,XP,YP,Tp_s,Tm2_0_TM02_s,Tm_1_0_TMM10_s
1,702900.0,9323630.0,3.6179450072358903,2.4709026395561473,3.0559356050548443
2,702900.0,9323680.0,3.6179450072358903,2.496099915418743,3.084257490624221
3,702900.0,9323730.0,3.6179450072358903,2.5285125074366688,3.1201853686326246
4,702900.0,9323780.0,3.6179450072358903,2.567677433849505,3.163816415285009
5,702900.0,9323830.0,3.8343558282208594,2.616756009740945,3.2174045190007976
6,702900.0,9323880.0,3.8343558282208594,2.676378242793918,3.280948453564838
7,702900.0,9323930.0,3.8343558282208594,2.7416185116019363,3.348629214112328
8,702900.0,9323980.0,3.8343558282208594,2.792634051437149,3.401337347007212
9,702900.0,9324030.0,3.8343558282208594,2.793658258165732,3.4096893567001207
10,702923.0,9324070.0,3.8343558282208594,2.769213048585115,3.393386141627689
11,702962.0,9324100.0,3.8343558282208594,2.7608710296945516,3.3852199821310505
12,703012.0,9324100.0,3.8343558282208594,2.7493001326237883,3.3675364152889857
13,703062.0,9324110.0,3.8343558282208594,2.741737148110968,3.356200490195563
14,703112.0,9324110.0,3.8343558282208594,2.7333296326295238,3.340326895037943
15,703161.0,9324120.0,3.8343558282208594,2.7241813477336554,3.324200151809368
16,703211.0,9324120.0,3.8343558282208594,2.723528388790906,3.319471127451598
17,703261.0,9324130.0,3.8343558282208594,2.726351482901188,3.323589016069033
18,703311.0,9324130.0,3.8343558282208594,2.731383015207417,3.3270717620066144
19,703360.0,9324140.0,3.8343558282208594,2.7329181229438446,3.329549327618072
20,703400.0,9324110.0,3.8343558282208594,2.743522540211328,3.335620769946174
21,703419.0,9324060.0,3.8343558282208594,2.7927450880476856,3.373249666020433
22,703427.0,9324010.0,3.8343558282208594,2.8397096284299495,3.4126136674855045
23,703436.0,9323960.0,3.8343558282208594,2.8797808369545623,3.448445811188618
24,703444.0,9323920.0,3.8343558282208594,2.902213721574672,3.4738868265745744
25,703453.0,9323870.0,3.8343558282208594,2.91375916435725,3.493484488644216
26,703461.0,9323820.0,3.8343558282208594,2.908361735591712,3.4985892805574004
27,703470.0,9323770.0,3.8343558282208594,2.8908175475814013,3.4947578561348993
28,703478.0,9323720.0,3.8343558282208594,2.8541293660071236,3.473654073180872
29,703487.0,9323670.0,3.8343558282208594,2.8170855131694155,3.450156661194075
30,703495.0,9323620.0,3.8343558282208594,2.7843166471066936,3.431932907799277
31,703504.0,9323570.0,3.8343558282208594,2.7518291476816272,3.4185547580205804
32,703512.0,9323520.0,3.8343558282208594,2.7330272686718198,3.419566291297224
33,703521.0,9323470.0,3.8343558282208594,2.722344859419198,3.424804509342286
34,703525.0,9323420.0,3.8343558282208594,2.7014480194780957,3.4188975216786157
35,703505.0,9323380.0,3.8343558282208594,2.6497009726843457,3.3887294172356928
36,703465.0,9323350.0,3.8343558282208594,2.2078072605729235,3.0954737794002076
37,703426.0,9323320.0,3.8343558282208594,1.5722557706445002,2.271197176573738
38,702416.0,9323140.0,3.8343558282208594,2.773037907608725,3.458457266420471
39,702386.0,9323170.0,3.8343558282208594,2.7170311353140115,3.4308222277077314
40,702380.0,9323220.0,3.8343558282208594,2.7332816422846493,3.434551462300988
41,702374.0,9323270.0,3.8343558282208594,2.7364313679651673,3.4246318723877147
42,702368.0,9323320.0,3.8343558282208594,2.784567952775663,3.4616002738852556
43,702362.0,9323370.0,3.8343558282208594,2.8672628371694353,3.5284655111553236
44,702356.0,9323420.0,3.8343558282208594,2.9263474507444514,3.5661220398507743
45,702371.0,9323470.0,3.8343558282208594,2.8541729241587768,3.4906936845016308
46,702362.0,9323520.0,3.8343558282208594,2.88036763850499,3.520804199572372
47,702362.0,9323570.0,3.8343558282208594,2.856169917169243,3.506428528644934
48,702397.0,9323600.0,3.8343558282208594,2.8382698884178676,3.479082275601659
49,702440.0,9323610.0,3.8343558282208594,2.83529480747437,3.469184631996609
50,702490.0,9323610.0,3.8343558282208594,2.842433117036866,3.47705409298081
51,702539.0,9323600.0,3.8343558282208594,2.8395684178722362,3.472542619078077
52,702589.0,9323590.0,3.8343558282208594,2.829973227894109,3.4617276362830336
53,702638.0,9323590.0,3.8343558282208594,2.8076461042005825,3.4363253204250475
54,702688.0,9323580.0,3.8343558282208594,2.77462472932956,3.4005813135195666
55,702738.0,9323570.0,3.8343558282208594,2.7185815536892,3.337689050365648
56,702787.0,9323570.0,3.8343558282208594,2.6489117994151443,3.2714456007699146
57,702837.0,9323560.0,3.6179450072358903,2.5700707640729314,3.191203414658582
58,702886.0,9323550.0,3.6179450072358903,2.479087934313598,3.0754167887760455
59,703349.0,9323270.0,1.039717196922437,1.1800786592099377,1.2291560366954883
60,703318.0,9323230.0,1.081081081081081,1.1751204920113134,1.2069419173184852
61,703281.0,9323200.0,1.1022927689594355,1.17814983449741,1.2073229482469456
62,703244.0,9323160.0,1.1022927689594355,1.1856876848976194,1.2145998627248502
63,703209.0,9323130.0,1.1239743733842869,1.1975453174331585,1.2277191967702064
64,703173.0,9323090.0,1.146131805157593,1.214750894718075,1.2481180766980133
65,703152.0,9323050.0,1.1686338670094658,1.2115515328562139,1.2434540049650062
