loc_id,XP,YP,Tp_s,Tm2_0_TM02_s,Tm_1_0_TMM10_s
1,702900.0,9323630.0,6.365372374283896,3.685168120200953,4.901277088670258
2,702900.0,9323680.0,6.365372374283896,3.685351015310938,4.896129156360695
3,702900.0,9323730.0,6.365372374283896,3.695701244879672,4.899863135074084
4,702900.0,9323780.0,6.365372374283896,3.7118931631811054,4.9076776630353445
5,702900.0,9323830.0,6.365372374283896,3.7303476613577535,4.915569204592812
6,702900.0,9323880.0,6.365372374283896,3.747775129642529,4.920602049160948
7,702900.0,9323930.0,6.365372374283896,3.75848985463256,4.917796443935551
8,702900.0,9323980.0,6.365372374283896,3.7485701016231885,4.8981333494020545
9,702900.0,9324030.0,6.365372374283896,3.7008700653915145,4.858229144544571
10,702923.0,9324070.0,6.365372374283896,3.6658233400051934,4.835450316767628
11,702962.0,9324100.0,6.365372374283896,3.6604876314528925,4.833413591143227
12,703012.0,9324100.0,6.365372374283896,3.657554128166178,4.832487499295754
13,703062.0,9324110.0,6.365372374283896,3.65414540736998,4.831200415197185
14,703112.0,9324110.0,6.365372374283896,3.6542103952553995,4.830930121989004
15,703161.0,9324120.0,6.365372374283896,3.6520749006110624,4.8319444991556235
16,703211.0,9324120.0,6.365372374283896,3.6623147325225025,4.84374501337922
17,703261.0,9324130.0,6.365372374283896,3.6726175684382896,4.855090072714985
18,703311.0,9324130.0,6.365372374283896,3.6880649291982213,4.867271715221266
19,703360.0,9324140.0,6.365372374283896,3.69600941060199,4.877044925716342
20,703400.0,9324110.0,6.365372374283896,3.698649064143176,4.86850241429525
21,703419.0,9324060.0,6.365372374283896,3.800664394422186,4.935884958834412
22,703427.0,9324010.0,6.365372374283896,3.8549916770040134,4.976097798130409
23,703436.0,9323960.0,6.365372374283896,3.915041528665521,5.026466257130126
24,703444.0,9323920.0,6.365372374283896,3.9744830253380536,5.083623171017435
25,703453.0,9323870.0,6.365372374283896,4.003994785825179,5.114235324760536
26,703461.0,9323820.0,6.365372374283896,4.038367083277746,5.152255808958301
27,703470.0,9323770.0,6.365372374283896,4.072965409101035,5.193641882596692
28,703478.0,9323720.0,6.365372374283896,4.052109783231892,5.195628312208754
29,703487.0,9323670.0,6.365372374283896,4.0440122676865435,5.207196025273803
30,703495.0,9323620.0,6.365372374283896,4.045903085126928,5.228460387057544
31,703504.0,9323570.0,6.365372374283896,4.0263447516049204,5.231166505442938
32,703512.0,9323520.0,6.365372374283896,4.033650150436298,5.250728579195669
33,703521.0,9323470.0,6.365372374283896,4.05311384154841,5.2735744907927335
34,703525.0,9323420.0,6.365372374283896,4.044797625700512,5.279506278747895
35,703505.0,9323380.0,6.365372374283896,3.927336945915226,5.214219348574572
36,703465.0,9323350.0,6.365372374283896,3.0079507818017976,4.6388385379705355
37,703426.0,9323320.0,6.365372374283896,1.9337182312498402,3.3695055573770274
38,702416.0,9323140.0,6.365372374283896,4.123364344106534,5.285088290713671
39,702386.0,9323170.0,6.365372374283896,4.07511701551825,5.289599522541178
40,702380.0,9323220.0,6.365372374283896,4.079571215760515,5.265964506475564
41,702374.0,9323270.0,6.365372374283896,4.033473261727063,5.214065293985976
42,702368.0,9323320.0,6.365372374283896,4.0491332602219146,5.206942079032041
43,702362.0,9323370.0,6.365372374283896,4.121141689489612,5.237715187914146
44,702356.0,9323420.0,6.365372374283896,4.157260906125362,5.238252192763087
45,702371.0,9323470.0,6.365372374283896,4.114594442798008,5.196006674103334
46,702362.0,9323520.0,6.365372374283896,4.061123411490412,5.150480668888427
47,702362.0,9323570.0,6.365372374283896,3.9440010551246085,5.076922232844503
48,702397.0,9323600.0,6.365372374283896,3.8183443809944606,4.975222648045436
49,702440.0,9323610.0,6.365372374283896,3.807270770210172,4.960047558966516
50,702490.0,9323610.0,6.365372374283896,3.793938470345173,4.941516702610081
51,702539.0,9323600.0,6.365372374283896,3.795186085705579,4.941642773660282
52,702589.0,9323590.0,6.365372374283896,3.8032643493159477,4.951822623081651
53,702638.0,9323590.0,6.365372374283896,3.7860387455356936,4.936079224515632
54,702688.0,9323580.0,6.365372374283896,3.7873000071422718,4.940856090185075
55,702738.0,9323570.0,6.365372374283896,3.78239815493885,4.938985926325275
56,702787.0,9323570.0,6.365372374283896,3.7931613813849188,4.975890822734329
57,702837.0,9323560.0,6.365372374283896,3.8452121244763786,5.045638490967647
58,702886.0,9323550.0,6.365372374283896,3.7625073792211627,4.973276290747361
59,703349.0,9323270.0,1.1022927689594355,1.2336167273540772,1.3312560411135788
60,703318.0,9323230.0,1.1022927689594355,1.2056636640971576,1.2607677937189756
61,703281.0,9323200.0,1.1022927689594355,1.1965617281646865,1.2401010189505028
62,703244.0,9323160.0,1.081081081081081,1.186483278111174,1.2232550250139538
63,703209.0,9323130.0,1.1022927689594355,1.1816576019162799,1.2159907109855468
64,703173.0,9323090.0,1.1239743733842869,1.1885775026966894,1.2229897948400823
65,703152.0,9323050.0,1.146131805157593,1.1876531092622133,1.2193560041483262
