loc_id,XP,YP,Tp_s,Tm2_0_TM02_s,Tm_1_0_TMM10_s
1,702415.75,9323137.0,7.581501137225171,4.627667561383151,6.5312994133077265
2,702386.1875,9323175.0,7.581501137225171,4.680360399173634,6.558456295839384
3,702380.0625,9323225.0,7.581501137225171,4.774086341892558,6.5594017338558475
4,702373.875,9323274.0,7.581501137225171,4.8441998198604255,6.538245831657929
5,702367.6875,9323324.0,7.581501137225171,5.017236195063132,6.583303968241308
6,702361.5,9323373.0,7.581501137225171,5.208370526418766,6.640958400907308
7,702355.875,9323423.0,7.581501137225171,5.316813782128903,6.653667800773003
8,702370.5,9323470.0,7.581501137225171,5.410758914987262,6.65669188597304
9,702362.1875,9323519.0,7.581501137225171,5.454260369384095,6.638440028767059
10,702362.0625,9323566.0,7.581501137225171,5.38269153295866,6.582462406717669
11,702396.75,9323602.0,7.581501137225171,5.131050036918774,6.464666429813033
12,702440.125,9323614.0,7.581501137225171,5.112840313649184,6.452166255829918
13,702489.6875,9323607.0,7.581501137225171,5.103171144313072,6.4432204397805295
14,702539.25,9323600.0,7.581501137225171,5.05194039821476,6.414637531993804
15,702588.8125,9323594.0,7.581501137225171,5.022421341427258,6.399018187775661
16,702638.375,9323587.0,7.581501137225171,4.979108521802367,6.364542417466961
17,702688.0,9323581.0,7.581501137225171,4.979408611115796,6.361117188972332
18,702737.5625,9323574.0,7.581501137225171,4.97397207065064,6.349052753901049
19,702787.125,9323568.0,7.581501137225171,5.039666728255773,6.403551199086081
20,702836.6875,9323561.0,7.581501137225171,5.199125501280414,6.500520829964205
21,702886.25,9323555.0,7.581501137225171,5.207809485486117,6.497494185579425
22,702935.75,9323548.0,7.581501137225171,5.223175385866757,6.507381746685248
23,702985.3125,9323541.0,7.581501137225171,5.232494194060377,6.529663944853225
24,703034.875,9323535.0,7.581501137225171,5.1208321216597374,6.46400933405212
25,703084.4375,9323528.0,7.581501137225171,5.123489747537649,6.47315677835746
26,703134.0,9323521.0,7.581501137225171,5.167933956843184,6.511446731286947
27,703183.5625,9323515.0,7.581501137225171,5.226905724377035,6.554307134345674
28,703233.125,9323508.0,7.581501137225171,5.279754165860472,6.5922841115773725
29,703279.5625,9323491.0,7.581501137225171,5.2503461002807805,6.584021213539295
30,703316.75,9323459.0,7.581501137225171,5.206126476067205,6.563378527263443
31,703340.125,9323415.0,7.581501137225171,5.153342171325156,6.543941903395457
32,703355.0625,9323367.0,7.581501137225171,5.164080127804882,6.572390948537476
33,703362.375,9323318.0,7.733952049497293,5.200911127260394,6.6234538688717715
34,703349.0625,9323270.0,7.886435331230284,5.107522280419164,6.639300486418949
35,703317.875,9323232.0,7.886435331230284,4.561507990373165,6.445513381348669
36,703280.9375,9323198.0,7.886435331230284,3.6714558939181403,6.206437707678282
37,703244.0625,9323164.0,7.886435331230284,2.9137701802718112,5.806612925506278
38,703208.5625,9323129.0,7.886435331230284,2.5004496222723263,5.486124267926773
39,703173.0,9323094.0,7.886435331230284,2.153434629929834,5.059673463666521
40,703151.875,9323053.0,7.886435331230284,1.9276660553779312,4.6620718850160365
