loc_id,XP,YP,Tp_s,Tm2_0_TM02_s,Tm_1_0_TMM10_s
1,702415.75,9323137.0,4.844961240310077,3.767198030747681,5.160126430205885
2,702386.1875,9323175.0,4.844961240310077,3.721830155776874,5.112477630781937
3,702380.0625,9323225.0,4.844961240310077,3.6723675859845764,5.085353553471226
4,702373.875,9323274.0,4.844961240310077,3.601882513070218,5.04049625802105
5,702367.6875,9323324.0,4.844961240310077,3.635287395398966,5.029165359794956
6,702361.5,9323373.0,4.844961240310077,3.7106801590193905,5.021942343537773
7,702355.875,9323423.0,4.844961240310077,3.7225295280540873,4.943996737579343
8,702370.5,9323470.0,4.750593824228028,3.6559526779505163,4.879653095424937
9,702362.1875,9323519.0,4.750593824228028,3.58403616852689,4.689974581003655
10,702362.0625,9323566.0,4.659832246039143,3.364338254273055,4.465460723054596
11,702396.75,9323602.0,4.659832246039143,3.1835734705254572,4.276951245859083
12,702440.125,9323614.0,4.659832246039143,3.1496459032142576,4.235853774045923
13,702489.6875,9323607.0,4.659832246039143,3.139659898706904,4.234706397567643
14,702539.25,9323600.0,4.659832246039143,3.1070903706650594,4.197430085682637
15,702588.8125,9323594.0,4.659832246039143,3.0810390203448317,4.167299080135431
16,702638.375,9323587.0,4.310344827586206,3.043542024076811,4.109488255710841
17,702688.0,9323581.0,4.310344827586206,3.019600898957078,4.072580682278901
18,702737.5625,9323574.0,4.22654268808115,2.9881096430404543,4.0151560354599605
19,702787.125,9323568.0,4.310344827586206,3.012224462064058,4.057358689308144
20,702836.6875,9323561.0,4.395604395604395,3.046477048980584,4.128643653186142
21,702886.25,9323555.0,4.395604395604395,3.0543131459633615,4.1516886616064
22,702935.75,9323548.0,4.570383912248629,3.0829288913422332,4.208976260532555
23,702985.3125,9323541.0,4.570383912248629,3.0750052413752007,4.238949213508637
24,703034.875,9323535.0,4.659832246039143,3.0495893637568203,4.224019093192031
25,703084.4375,9323528.0,4.659832246039143,3.049299315348859,4.26656598449651
26,703134.0,9323521.0,4.659832246039143,3.0493353095869007,4.326139607122739
27,703183.5625,9323515.0,4.750593824228028,3.010965252982691,4.350035604791854
28,703233.125,9323508.0,4.750593824228028,2.9716866294080604,4.383129138694901
29,703279.5625,9323491.0,4.750593824228028,2.8475055566424463,4.323434217195016
30,703316.75,9323459.0,4.750593824228028,2.7004542978318637,4.213616737897902
31,703340.125,9323415.0,4.750593824228028,2.5813349776654326,4.101187635051028
32,703355.0625,9323367.0,4.750593824228028,2.5722874699970317,4.109797150745038
33,703362.375,9323318.0,4.750593824228028,2.5882956734665985,4.157498458956495
34,703349.0625,9323270.0,4.750593824228028,2.5584789376665604,4.060592291950441
35,703317.875,9323232.0,4.750593824228028,2.5610766297416214,3.9884104248450076
36,703280.9375,9323198.0,4.750593824228028,2.010478548550939,3.0809049233329033
37,703244.0625,9323164.0,2.498126405196103,1.7455902314794034,2.449714146707918
38,703208.5625,9323129.0,2.449779519843214,1.6254620658480925,2.185307309350007
39,703173.0,9323094.0,2.2665457842248413,1.561552942227997,2.0140071682487544
40,703151.875,9323053.0,1.339405304045004,1.523762809586251,1.9595004927413207
